antibody_id,vh_success,vl_success,vh_numbered_length,vl_numbered_length,vh_error,vl_error
GDPa1-092,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpbnx5polh.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpuf7fvh2o.txt'
GDPa1-093,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp3racqozh.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpm0bx638w.txt'
GDPa1-094,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmphrwzx22d.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpnzko1so4.txt'
GDPa1-095,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpsnqhg1yr.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpr_jy9k44.txt'
GDPa1-096,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp_582yby_.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpq0ufq5_o.txt'
GDPa1-097,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp6l7moh_0.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmplyzallad.txt'
GDPa1-098,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp_xxd__nb.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpj9_8vf9z.txt'
GDPa1-099,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpokbb0t64.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp8ngeg8n7.txt'
GDPa1-100,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpvu70a3x3.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp84ut5vmx.txt'
GDPa1-101,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp7efemkez.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp7wtmxcff.txt'
GDPa1-102,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpa3gx11on.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpmymlelc3.txt'
GDPa1-103,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpprqebx9t.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp9jlmpj51.txt'
GDPa1-104,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpqcmtmos0.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmps4pugas7.txt'
GDPa1-105,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpweobxhwa.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmph9vxmv1r.txt'
GDPa1-106,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp6rrijsa6.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp78rvqj32.txt'
GDPa1-107,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp0kiszcvh.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpbu1_h_me.txt'
GDPa1-108,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp_4guxiw6.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpjjuapssv.txt'
GDPa1-109,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp3mxa4pyo.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmparwe5mpe.txt'
GDPa1-110,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpaabrtvv1.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpja2zeweq.txt'
GDPa1-111,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp42ib09li.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpn__tkotc.txt'
GDPa1-112,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp63arw4eh.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp0epvnmr1.txt'
GDPa1-113,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpctcxy5wr.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp_iyrjw23.txt'
GDPa1-114,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpfgq9_e4m.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmprfdai9d9.txt'
GDPa1-115,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpf6086p03.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpb2wdmjz6.txt'
GDPa1-116,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpi2q5roc0.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpwekjzt71.txt'
GDPa1-117,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpppv7r87d.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpe1ynf3wx.txt'
GDPa1-118,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp9hyqbnuy.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpti3we2op.txt'
GDPa1-119,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp3z_jaf80.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmplhb5eee0.txt'
GDPa1-120,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpr6yj2vx0.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpios6x0s6.txt'
GDPa1-121,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpap2_t_9l.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpzeetquek.txt'
GDPa1-122,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp3sg09jdi.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp_p55qp53.txt'
GDPa1-123,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpv7z0k4wj.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmppeb5ooov.txt'
GDPa1-124,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpco1gc23c.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpgrx_w90m.txt'
GDPa1-125,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp_uyhyz6j.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpt5cb4_5x.txt'
GDPa1-126,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp4w3h8xph.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpzelu6zm6.txt'
GDPa1-127,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpglvlyyyk.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpeyni3j84.txt'
GDPa1-128,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmppi2ib4kt.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpd8r5cc45.txt'
GDPa1-129,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpoj6ba6uq.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp4nwqywkz.txt'
GDPa1-130,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpk0neg2wd.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp1tvbri8x.txt'
GDPa1-131,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpcd9w_4v5.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp6e0yrcza.txt'
GDPa1-132,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpifcbekbm.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpfjnkydrh.txt'
GDPa1-133,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp80n_66ph.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpunma9abf.txt'
GDPa1-134,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpagdev4hm.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpr1qu6_et.txt'
GDPa1-135,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmplemok7wo.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmptqdj72mx.txt'
GDPa1-136,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpbodlaejl.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpqywy6hak.txt'
GDPa1-137,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp93debbk9.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpu3l998nj.txt'
GDPa1-138,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp0blo9s1m.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp8xqj591k.txt'
GDPa1-139,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpgik4jts0.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpvz86oguo.txt'
GDPa1-140,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpthavql4t.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpcyab4k52.txt'
GDPa1-141,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpyrftk9bm.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpqdqyyiq7.txt'
GDPa1-142,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpmjojfp5p.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp1vsg4hhn.txt'
GDPa1-143,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp3td3qze3.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpgpq4cqfe.txt'
GDPa1-144,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp6pyzyeqn.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpj_97__qu.txt'
GDPa1-145,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmprnuvsv03.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpr310tvom.txt'
GDPa1-146,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpoce4b_pj.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp38ipaf2b.txt'
GDPa1-147,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpej_svpks.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpa02wi77c.txt'
GDPa1-148,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpkjkct2rt.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpiwqkj0vr.txt'
GDPa1-149,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp7s3ocd75.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp_0i0dpal.txt'
GDPa1-150,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpmbbat7q_.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp_ic0nyc0.txt'
GDPa1-151,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpzab6p99m.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpyw4ugpw4.txt'
GDPa1-152,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpm86md6ym.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpukedhy24.txt'
GDPa1-153,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpuyz9mcs9.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp52fadngd.txt'
GDPa1-154,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpugmn4zq9.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpopqhm208.txt'
GDPa1-155,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpksifo9b6.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmppdkp0cc3.txt'
GDPa1-156,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmphh5yri4m.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp9a9nn4q8.txt'
GDPa1-157,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpldjtk3ir.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpchttgn7h.txt'
GDPa1-158,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp22f1md7l.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmps0qgg10o.txt'
GDPa1-159,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp3et3xlb_.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp07dcqq3y.txt'
GDPa1-160,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmphj4elgxy.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp708g72qg.txt'
GDPa1-161,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpwp82ebg3.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpxdisjxu6.txt'
GDPa1-162,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpauf0jyeb.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpgmfhgdqb.txt'
GDPa1-163,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpaqum2fe_.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpgskhv3g9.txt'
GDPa1-164,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp6nnzao2d.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp9a4o2syc.txt'
GDPa1-165,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpclp5e9dy.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpisvfapfw.txt'
GDPa1-166,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpiafrhrth.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp_z59ja2f.txt'
GDPa1-167,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp2olhuzig.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp1g3dzy0_.txt'
GDPa1-168,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpwld7uwmq.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmptdb6b4m0.txt'
GDPa1-169,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpnah4ntp4.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp96cwk88t.txt'
GDPa1-170,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp2ei8vcxj.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpklpj6jpf.txt'
GDPa1-171,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpd8c9cca0.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpt86cycc2.txt'
GDPa1-172,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmphsotlwcs.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpxb5u9nvi.txt'
GDPa1-173,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpfydz5f_w.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpst_htf7h.txt'
GDPa1-174,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmphl4k04wg.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpwc8ftnwm.txt'
GDPa1-175,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpmgbucw40.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp14l2d2ju.txt'
GDPa1-176,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpdw3uctfq.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpfu1u7b7i.txt'
GDPa1-177,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp3_ha5_1l.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmps0suk6ed.txt'
GDPa1-178,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp3aclp1u5.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpb04uxr40.txt'
GDPa1-179,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpa24ye7hu.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpahedfhlr.txt'
GDPa1-180,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp_og3tv0w.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpkmj0uio5.txt'
GDPa1-181,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp9m74jgch.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpszi4wbgx.txt'
GDPa1-182,False,False,0,0,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmp0rpxjpoo.txt',[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\sjorg\\AppData\\Local\\Temp\\tmpp9th1h59.txt'
